product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route,strength,strength_unit,description
37662-0336,Citalopram,Citalopram,"Hahnemann Laboratories, INC.",PELLET,ORAL,6,[hp_C],
37662-0567,Coriandrum Sativum (Coriander),Coriandrum Sativum (Coriander),"Hahnemann Laboratories, INC.",PELLET,ORAL,500,[hp_C],
0121-1576,metoclopramide hydrochloride,Metoclopramide,"PAI Holdings, LLC dba PAI Pharma",SOLUTION,ORAL,5,mg,
37662-1027,Magnesia Muriatica,Magnesia Muriatica,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-1488,Guaiacum,Guaiacum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-1718,Iodium,Iodium,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
37662-1949,Raphanus Sativus,Raphanus Sativus,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
0121-4820,THEOPHYLLINE,THEOPHYLLINE,"PAI Holdings, LLC dba PAI Pharma",SOLUTION,ORAL,80,mg,
42494-423,Ribavirin,Ribavirin,Cameron Pharmaceuticals,"POWDER, FOR SOLUTION",RESPIRATORY (INHALATION),6,g,
0143-9669,Fluconazole,Fluconazole,Hikma Pharmaceuticals USA Inc.,INJECTION,INTRAVENOUS,2,mg,
42681-7346,Acne Care Moisturizer,Acne Care Moisturizer,Whole Foods Market,LOTION,TOPICAL,1.18,g,
0006-5425,sugammadex,BRIDION,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS,100,mg,
37662-3335,Kali Telluricosum,Kali Telluricosum,"Hahnemann Laboratories, INC.",PELLET,ORAL,6,[hp_C],
37662-3566,Aluminium Fluoratum,Aluminium Fluoratum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-3797,Niccolum Iodatum,Niccolum Iodatum,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
37662-4026,Rubidium Muriaticum,Rubidium Muriaticum,"Hahnemann Laboratories, INC.",PELLET,ORAL,30,[hp_C],
37808-128,Colloidal oatmeal,Colloidal oatmeal,H E B,CREAM,TOPICAL,10,mg,
37808-765,Docosanol,Cold Sore Fever Blister Treatment,H E B,CREAM,TOPICAL,100,mg,
39892-0306,BENZALKONIUM CHLORIDE,MediChoice OB Cleansing,"O&M HALYARD, INC.",CLOTH,TOPICAL,.13,g,
41163-755,docusate sodium and sennosides,Stool Softener Laxative,"United Natural Foods, Inc. dba UNFI",TABLET,ORAL,50,mg,
41415-420,Zinc Acetate and Pramoxine Hydrochloride,Publix Calamine Medicated,Publix,LOTION,TOPICAL,10,mg,
41226-370,"ACETAMINOPHEN, ASPIRIN AND CAFFEINE",HEADACHE RELIEF,Kroger Company,"TABLET, COATED",ORAL,250,mg,
41250-506,Fexofenadine HCl,Allergy Relief non drowsy,"MEIJER, INC.","TABLET, COATED",ORAL,180,mg,
42086-051,SODIUM MONOFLUOROPHOSPHATE,Charm Tex FLUORIDE,"Jiangsu Gold Worldworks Household Chemicals Co., Ltd.","PASTE, DENTIFRICE",DENTAL,.1,g,
42291-717,ropinirole hydrochloride,ROPINIROLE HYDROCHLORIDE,AvKARE,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,12,mg,
44087-1116,FOLLITROPIN,Gonal-f RFF Redi-ject,"EMD Serono, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS,450,[iU],
44911-0153,"Argentum Nitricum, Belladonna, Causticum, Equisetum Hyemale, Ferrum Phosphoricum, Kreosotum, Nitricum Acidum, Pulsatilla (Pratensis), Thuja Occidentalis, Thyroidinum (Suis)",Enuresis HP,"Energique, Inc.",LIQUID,ORAL,30,[hp_X],
44911-0641,"Pareira Brava, Petroselinum Sativum, Sarsaparilla (Smilax Regelii), Kidney (Suis), Bryonia (Alba), Mercurius Corrosivus, Rubia Tinctorum, Solidago Virgaurea, Triticum Repens",Renapar,"Energique, Inc.",LIQUID,ORAL,12,[hp_X],
45802-490,Naproxen Sodium,Naproxen Sodium,Padagis Israel Pharmaceuticals Ltd,"TABLET, FILM COATED",ORAL,220,mg,
0143-9890,Ondansetron,Ondansetron,West-Ward Pharmaceuticals Corp,INJECTION,"INTRAMUSCULAR, INTRAVENOUS",2,mg,
43063-536,Cephalexin,Cephalexin,"PD-Rx Pharmaceuticals, Inc.",CAPSULE,ORAL,500,mg,
43066-044,Docetaxel,Docetaxel,Baxter Healthcare Corporation,INJECTION,INTRAVENOUS,10,mg,
43386-161,Misoprostol,Misoprostol,"Lupin Pharmaceuticals,Inc.",TABLET,ORAL,200,ug,
43598-744,Ezetimibe and Simvastatin,Ezetimibe and Simvastatin,Dr.Reddys Laboratories Inc,TABLET,ORAL,10,mg,
43419-093,"OCTINOXATE, TITANIUM DIOXIDE, and HOMOSALATE",Sulwhasoo Perfecting Cushion NO.37W1 Maple,Amorepacific Corporation,LOTION,TOPICAL,1.05,g,
43547-366,Captopril,Captopril,"Solco Healthcare US, LLC",TABLET,ORAL,100,mg,
43598-160,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"Dr. Reddys Laboratories, Inc.",SOLUTION,ORAL,40,meq,
43742-2237,"Alternaria Tenuis Nees, Aspergillus Niger, Candida Albicans, Candida Krusei, Candida Parapsilosis, Candida Tropicalis, Mucor Racemosus, Rhizopus Nigricans, Torula Cerevisiae",Cand Combination,"Deseret Biologicals, Inc.",LIQUID,ORAL,64,[hp_X],
43742-1518,"Acetaldehyde, Dopamine Hydrochloride, DHEA (Dehydroepiandrosterone), 7-Oxo- Dehydroepiandrosterone 3-Acetate, Folliculinum, Oophorinum (Suis), Cholesterinum, Progesterone, Testosterone, Cortisone Aceticum, Aldosterone, Androsterone, Follicle Stimulating Hormone",Hormone Combination,"Deseret Biologicals, Inc.",LIQUID,ORAL,6,[hp_X],
43857-0376,"Boldo, Chelidonium Majus, Ginkgo Biloba, Glycyrrhiza Glabra, Hydrocotyle Asiatica, Copper Gluconate, Germanium Sesquioxide",Energy,"BioActive Nutritional, Inc.",LIQUID,ORAL,3,[hp_X],
49817-2080,"OCTISALATE, TITANIUM DIOXIDE",PARURE GOLD SKIN MATTE FOUNDATION NO-TRANSFER HIGH PERFECTION 24H CARE AND WEAR INFUSED WITH 24K GOLD AND WHITE PEONY WITH SUNSCREEN BROADSPECTRUM SPF 15 0C,Guerlain,EMULSION,TOPICAL,35,mg,
49967-293,"Avobenzone, Homosalate, Octisalate and Octocrylene",Lancome Paris UV Expert Supra Screen Invisible Sunscreen Serum Broad Spectrum SPF 50,L'Oreal USA Products Inc,LIQUID,TOPICAL,30,mg,
50090-0139,Hydralazine Hydrochloride,Hydralazine Hydrochloride,A-S Medication Solutions,TABLET,ORAL,50,mg,
50090-1418,Amlodipine and Benazepril Hydrochloride,Amlodipine and Benazepril Hydrochloride,A-S Medication Solutions,CAPSULE,ORAL,10,mg,
50090-2594,drospirenone and ethinyl estradiol,drospirenone and ethinyl estradiol,A-S Medication Solutions,KIT,,,,
46122-616,omeprazole,good neighbor pharmacy omeprazole,Amerisource Bergen,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",ORAL,20,mg,
46708-021,Metronidazole,Metronidazole,Alembic Pharmaceuticals Limited,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,750,mg,
46708-431,venlafaxine,venlafaxine,Alembic Pharmaceuticals Limited,TABLET,ORAL,37.5,mg,
46708-812,Triamcinolone Acetonide,Triamcinolone Acetonide,Alembic Pharmaceuticals Limited,"INJECTION, SUSPENSION","INTRA-ARTICULAR, INTRAMUSCULAR",40,mg,
47593-468,Chlorhexidine gluconate,Scrub-Stat,Ecolab Inc.,SOLUTION,TOPICAL,40,mg,
47682-618,Aspirin,Medi-First Plus Aspirin,Unifirst First Aid Corporation,"TABLET, FILM COATED",ORAL,325,mg,
48433-074,metoprolol tartrate,Metoprolol Tartrate,"Safecor Health, LLC","TABLET, FILM COATED",ORAL,50,mg,
0009-0287,medroxyprogesterone acetate,Provera,Pharmacia & Upjohn Company LLC,TABLET,ORAL,5,mg,
49483-347,"Acetaminophen, Caffeine, and Pyrilamine Maleate",Comfort-Time,"Time Cap Labs, Inc","TABLET, FILM COATED",ORAL,500,mg,
0220-0378,ANTIMONY POTASSIUM TARTRATE,Antimonium tartaricum,Boiron,PELLET,ORAL,9,[hp_C],
49035-991,oxymetazoline hydrochloride,No Drip Nasal Mist Nasal Decongestant Severe Congestion,"Wal-Mart Stores,Inc.,",SPRAY,NASAL,.05,g,
49643-175,Trichophyton rubrum,Trichophyton rubrum,"Allermed Laboratories, Inc.",LIQUID,"PERCUTANEOUS, SUBCUTANEOUS",.1,g,
50332-0144,"Aspirin, Acetaminophen, Caffeine",Exaprin Plus,HART Health,"TABLET, FILM COATED",ORAL,250,mg,
50474-805,rotigotine,Neupro,"UCB, Inc.","PATCH, EXTENDED RELEASE",TRANSDERMAL,6,mg,
50742-175,Isosorbide Mononitrate,Isosorbide Mononitrate,"Ingenus Pharmaceuticals, LLC","TABLET, EXTENDED RELEASE",ORAL,30,mg,
50804-638,"aluminum hydroxide, magnesium hydroxide, simethicone",ANTACID AND GASRELIEF,GOODSENSE,LIQUID,ORAL,800,mg,
50090-3975,Desloratadine,Desloratadine,A-S Medication Solutions,TABLET,ORAL,5,mg,
50090-5120,Lisinopril,Lisinopril,A-S Medication Solutions,TABLET,ORAL,10,mg,
50090-5750,Benazepril Hydrochloride,Benazepril Hydrochloride,A-S Medication Solutions,"TABLET, FILM COATED",ORAL,20,mg,
50090-7536,acetaZOLAMIDE,acetaZOLAMIDE,A-S Medication Solutions,TABLET,ORAL,250,mg,
50090-6229,Cyanocobalamin,Cyanocobalamin,A-S Medication Solutions,"INJECTION, SOLUTION",INTRAMUSCULAR,1000,ug,
50090-6609,Moxifloxacin Hydrochloride,Moxifloxacin Hydrochloride,A-S Medication Solutions,"TABLET, FILM COATED",ORAL,400,mg,
50090-6931,Hydrochlorothiazide,Hydrochlorothiazide,A-S Medication Solutions,TABLET,ORAL,12.5,mg,
50090-7259,"bacitracin zinc, neomycin, polymyxin B",Good Sense First Aid Antibiotic,A-S Medication Solutions,OINTMENT,TOPICAL,400,[USP'U],
50090-7796,Sotalol Hydrochloride,Sotalol Hydrochloride,A-S Medication Solutions,TABLET,ORAL,80,mg,
50227-1007,Benzocaine,Patterson Dental Topical Anesthetic,Patterson Dental,GEL,DENTAL,200,mg,
50242-085,Alteplase,Activase,"Genentech, Inc.",KIT,,,,
50268-477,LEFLUNOMIDE,LEFLUNOMIDE,AvPAK,TABLET,ORAL,10,mg,
0220-1631,COPPER,Cuprum metallicum,Boiron,PELLET,ORAL,15,[hp_C],
0220-1777,MUCUNA PRURIENS FRUIT TRICHOME,Dolichos pruriens,Boiron,PELLET,ORAL,9,[hp_C],
51316-093,Miconazole Nitrate,CVS MICONAZOLE 1 COMBINATION PACK,"CVS PHARMACY, INC",KIT,,,,
51316-687,Diphenhydramine HCI 25 mg,Allergy Relief mini Softgels,"CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","CAPSULE, LIQUID FILLED",ORAL,25,mg,
52000-022,Hydrocortisone,Hydrocortisone Anti-Itch,Universal Distribution Center LLC,CREAM,TOPICAL,.01,g,
52305-602,Benzalkonium Chloride,Alaska Airlines,Freshorize Ltd.,LIQUID,TOPICAL,.13,g,
52642-044,Menthol,Honey Lemon Cough Drops,Bestco Inc.,LOZENGE,ORAL,7.5,mg,
53041-190,Guaifenesin,Mucus Relief 600 mg,Guardian Drug Company,"TABLET, EXTENDED RELEASE",ORAL,600,mg,
51655-075,Pantoprazole Sodium,Pantoprazole Sodium,"Northwind Health Company, LLC","TABLET, DELAYED RELEASE",ORAL,20,mg,
51655-539,cyclobenzaprine hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,"Northwind Health Company, LLC","TABLET, FILM COATED",ORAL,10,mg,
51407-039,Carvedilol,Carvedilol,"Golden State Medical Supply, Inc.","TABLET, FILM COATED",ORAL,3.125,mg,
51407-601,Captopril,Captopril,"Golden State Medical Supply, Inc.",TABLET,ORAL,25,mg,
51407-968,Diclofenac Sodium,Diclofenac Sodium Delayed Release,"Golden State Medical Supply, Inc.","TABLET, DELAYED RELEASE",ORAL,75,mg,
51660-491,loratadine and pseudoephedrine,Loratadine and Pseudoephedrine,Ohm Laboratories Inc.,"TABLET, EXTENDED RELEASE",ORAL,10,mg,
51662-1519,NITROGLYCERIN LINGUAL,NITROGLYCERIN LINGUAL,"HF Acquisition Co LLC, DBA HealthFirst",SPRAY,ORAL,400,ug,
51672-2001,Miconazole Nitrate,Miconazole Nitrate,"Sun Pharmaceutical Industries, Inc.",CREAM,TOPICAL,20,mg,
51759-850,risperidone,UZEDY,"Teva Pharmaceuticals USA, Inc.","INJECTION, SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,200,mg,
53238-001,SODIUM FLUORIDE,PERIOSCIENCES White Care AO Pro,PERIOSCIENCES LLC,"PASTE, DENTIFRICE",DENTAL,.24,mg,
53499-0390,CARDIOSPERMUM HALICACABUM FLOWERING TOP,Florasone,Schwabe North America,CREAM,TOPICAL,1,[hp_X],
53645-2520,Cerasus Radix-Cinis 9X,Cerasus Radix-Cinis 9X,"True Botanica, LLC",LIQUID,ORAL,9,[hp_X],
53942-439,Ethyl Alcohol,Advanced Hand Sanitizer,"Demoulas Super Markets, Inc",GEL,TOPICAL,70,mL,
0220-3369,AVICULARIA AVICULARIA,Mygale,Boiron,PELLET,ORAL,200,[kp_C],
0220-3419,MERCURIUS SOLUBILIS,Mercurius solubilis,Boiron,PELLET,ORAL,30,[hp_X],
0220-3466,HYDROCHLORIC ACID,Muriaticum acidum,Boiron,PELLET,ORAL,9,[hp_C],
54092-252,lanthanum carbonate,Fosrenol,"Takeda Pharmaceuticals America, Inc.","TABLET, CHEWABLE",ORAL,500,mg,
54340-133,BENZALKONIUM CHLORIDE,Dial Antibacterial Defense Sandalwood Vanilla,Henkel Corporation,SOLUTION,TOPICAL,.13,g,
85163-010,TITANIUM DIOXIDE,OUHOE Sunscreen,"Shantou Ouhoe Technology Co., Ltd.",CREAM,TOPICAL,.01,mg,
85248-076,Lidocaine 4% PROVIDES TEMPORARY RELIEF FOR MINOR MUSCLE AND JOINT PAIN,REINREUDE PROVIDES TEMPORARY RELIEF FOR MINOR MUSCLE AND JOINT PAIN,"Jiangxi Yudexi Pharmaceutical Co., LTD",PATCH,TOPICAL,4,g,
85296-258,"Titanium Dioxide, Zinc Oxide",Daily Tinted Mineral SPF,Skin Restoration Aesthetics,CREAM,TOPICAL,100,mg,
85372-212,"Titanium Dioxide, Zinc Oxide",Mineral Sunscreen Lip,"Glow Advanced Skin and Body Care, LLC",STICK,TOPICAL,40,mg,
85438-202,"Titanium Dioxide, Zinc Oxide",PROTECTOR SOLAR NON-TINTED SPF SUNSCREEN,The Beez Kneez Skin Care & Acne Clinic LLC,CREAM,TOPICAL,80,mg,
85513-203,"Titanium Dioxide, Zinc Oxide",Tinted Mineral Sunscreen,"THE AESTHETICS ACADEMY, LLC",CREAM,TOPICAL,80,mg,
85599-226,Zinc Oxide,D FEND DAILY,CLEAN BEAUTY BY ANAK LLC,CREAM,TOPICAL,160,mg,
85742-011,Lacosamide,Lacosamide,Kanchan Healthcare Inc,"TABLET, FILM COATED",ORAL,200,mg,
85766-194,Triamcinolone Acetonide,Triamcinolone Acetonide,Sportpharm LLC,"INJECTION, SUSPENSION","INTRA-ARTICULAR, INTRAMUSCULAR",400,mg,
85816-5079,Nux Vomica,BM Nux Vomica,BM Private Limited,GLOBULE,ORAL,30,[hp_C],
85891-009,Sodium Monofluorophophate,Nature Mint Anti cavity Fluoride,SPARROW LIFE CARE PRIVATE LIMITED,PASTE,ORAL,.1,g,
87036-029,CERAMIDE NP,ODLUMIVIE Ceramide ReviCell Cream,ODLUMIVIE,CREAM,CUTANEOUS,1,g,
87138-002,Zinc Oxide,Sun Kids mineral BLUEBERRY SUNSCREEN BROAD SPECTRUM SPF 50,The Natural SKN Company,CREAM,TOPICAL,241,mg,
87263-927,SALICYLIC ACID,Kadason Medicated,Ys Pharma Inc.,SHAMPOO,TOPICAL,18,mg,
87426-001,hand sanitizer,hand sanitizer,"JINHUA YINKOU COSMETICS CO.,LTD",LIQUID,TOPICAL,60,mL,
87681-004,"Lidocaine, Witch Hazel",RAVYNDRA Lidocaine 5% Numbing Cream,"Guangzhou Xinhongda Trading Service Co., Ltd.",CREAM,TOPICAL,.05,g,
98132-306,Titanium Dioxide,bareMinerals BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20 Porcelain 0.5,Orveon Global US LLC,LIQUID,TOPICAL,33.2,mg,
0078-1301,amlodipine besylate and valsartan,,Novartis Pharmaceuticals Corporation,"TABLET, FILM COATED",,5,mg,
0310-6380,dapagliflozin and metformin hydrochloride,,AstraZeneca Pharmaceuticals LP,"TABLET, FILM COATED, EXTENDED RELEASE",,10,mg,
0591-0860,Lisinopril and hydrochlorothiazide,,"Actavis Pharma, Inc.",TABLET,,12.5,mg,
10695-011,Rifaximin,,"Willow Birch Pharma, Inc.",POWDER,,1,kg,
0904-6663,acetazolamide,acetazolamide,Major Pharmaceuticals,TABLET,ORAL,250,mg,
0904-6748,Bisacodyl,Bisacodyl,Major Pharmaceuticals,"TABLET, DELAYED RELEASE",ORAL,5,mg,
0904-6805,Quetiapine,Quetiapine,Major Pharmaceuticals,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,400,mg,
12658-0560,CARVEDILOL PHOSPHATE,,Pharmaceutical Works POLPHARMA,POWDER,,5,kg,
12828-0022,Temazepam,,Cambrex Profarmaco Milano Srl,POWDER,,1,kg,
14403-0021,Liraglutide,,"Hybio Pharmaceutical Co., Ltd.",POWDER,,1,mg,
17337-0023,Hydroxyurea,,Olon SpA,POWDER,,1,kg,
17381-030,Dastinib,,Siegfried Evionnaz SA,POWDER,,1,kg,
24002-0021,Bimatoprost,,NEWCHEM SPA,POWDER,,1,g,
14593-946,Tenofovir Disoproxil Fumarate,,Emcure Pharmaceuticals Limited,POWDER,,15,kg,
16436-0100,Dabigatran Etexilate Mesylate,,Medichem Manufacturing (Malta) Ltd.,POWDER,,75,kg,
33342-606,linagliptin,,Macleods Pharmaceuticals Limited,POWDER,,1,kg,
38779-0822,Cholestyramine Resin,,Medisca Inc.,POWDER,,1,g,
41701-002,Oxytocin,,Piramal Pharma Limited,POWDER,,50000000,[iU],
42571-280,Rasagiline Mesylate,,Micro Labs Limited,POWDER,,10,kg,
42973-394,Sugammadex sodium,,Apicore Pharmaceuticals Private Limited,POWDER,,1,kg,
43742-1763,Chlamydia Trachomatis,,"Deseret Biologicals, Inc.",LIQUID,,150,[hp_X],
43742-2130,"Candida Albicans, Candida Albicans DNA",,Deseret Biologicals,LIQUID,,60,[hp_X],
43898-0134,Silver Sulfadiazine,,Lusochimica SPA,POWDER,,1,kg,
46016-4112,MEMANTINE HYDROCHLORIDE,,PROCOS S.p.A.,POWDER,,50,kg,
47049-021,Valbenazine,,Patheon France S.A.S,CAPSULE,,60,mg,
49867-0068,RISEDRONATE SODIUM HEMIPENTAHYDRATE,,Apotex Inc.,POWDER,,1,kg,
50396-7517,PROMETHAZINE HYDROCHLORIDE,,Sanofi Winthrop Industrie,POWDER,,1,kg,
48087-0160,TROFINETIDE,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,POWDER,,1,kg,
49442-5040,Dextran,,Pharmacosmos A/S,POWDER,,1,g,
49452-7658,Testosterone,,"Spectrum Laboratory Products, Inc.",POWDER,,1,kg,
0942-9393,Anticoagulant Citrate Phosphate Dextrose Adenine,CPDA-1,"Fenwal, Inc.",SOLUTION,INTRAVENOUS,19.3,mg,
51606-003,Benzethonium Chloride,,"Organo Sintesis, S.A. de C.V.",POWDER,,1,kg,
0944-4177,Protein C Concentrate Human,CEPROTIN,"Takeda Pharmaceuticals America, Inc.",KIT,,,,
51927-1571,DIPYRIDAMOLE,,Professional Compounding Centers of America dba PCCA,POWDER,,1,kg,
52076-6269,Eslicarbazepine acetate,,"Chunghwa Chemical Sysnthsis & Biotech Co.,Ltd.",POWDER,,1,kg,
52562-020,TENOFOVIR DISOPROXIL FUMARATE,,Chromo Laboratories India Private Limited,POWDER,,1,kg,
61755-910,Evinacumab,,"Regeneron Pharmaceuticals, Inc",SOLUTION,,150,mg,
62207-303,COMPRESSO IBU 85 PAR,,Granules India Limited,POWDER,,85,mg,
10223-0226,"Benzocaine, Butamben, and Tetracaine Hydrochloride",Cetacaine Anesthetic,"Cetylite Industries, Inc.",SOLUTION,TOPICAL,.028,g,
10237-459,ZINC ACETATE ANHYDROUS and ZINC GLUCONATE,Zicam Cold Remedy Rapidmelts Cherry,"Church & Dwight Co., Inc.",TABLET,ORAL,2,[hp_X],
10237-636,Sodium Fluoride,AIM Whitening with Baking Soda,"Church & Dwight Co., Inc.","GEL, DENTIFRICE",DENTAL,2.4,mg,
53069-0870,Ciprofloxacin hydrochloride micronized,,Quimica Sintetica S.A.,POWDER,,1,kg,
53360-1109,FEXOFENADINE HYDROCHLORIDE,,Sanofi Winthrop Industrie,"TABLET, FILM COATED, EXTENDED RELEASE",,180,mg,
54239-002,Leucovorin Calcium,,Cerbios-Pharma SA,POWDER,,1,kg,
54893-0051,Nintedanib (Base),,MSN Laboratories Private Limited,POWDER,,1,kg,
55111-886,Zafirlukast,,Dr.Reddy's Laboratories Limited,POWDER,,1,kg,
58159-065,Propantheline Bromide,,Nuray Chemicals Private Limited,POWDER,,35,kg,
58621-005,Hydrogel,,Piramal Pharma Solutions Inc.,INJECTION,,1,mg,
55525-0003,Enrofloxacin,,Zhejiang Langhua Pharmaceutical Co. Ltd.,POWDER,,1,kg,
57298-804,Pancrelipase,,Adare Pharmaceuticals Srl,CAPSULE,,63000,[USP'U],
57741-3900,Ozanimod Hydrochloride,,Maprimed S.A.,POWDER,,1,g,
59116-4980,Buprenorphine HCl,,"Cambrex Charles City, Inc",POWDER,,1,kg,
59651-094,Dronedarone Hydrochloride,,Aurobindo Pharma Limited,POWDER,,50,kg,
59651-978,Ciprofloxacin Hydrochloride,,Aurobindo Pharma Limited,"TABLET, FILM COATED",,750,mg,
60422-367,Satralizumab,,"Chugai Pharmaceutical Co., Ltd.","INJECTION, SOLUTION",,120,mg,
60870-0472,LEUPROLIDE,,Aspen Oss B.V.,POWDER,,1,g,
70600-020,Foscarnet Sodium,,Maithri Drugs Private Limited,POWDER,,1,kg,
71052-081,L-Carnitine,,"DARMERICA, LLC",POWDER,,1,kg,
68554-0004,Ramipril,,Hetero Labs Limited,POWDER,,1,kg,
68981-003,DICLOFENAC SODIUM,,Xenex Laboratories Inc,POWDER,,1,g,
69497-0134,Pneumococcal 15-valent Conjugate Vaccine CRM197 Protein adsorbed,,MSD Ireland (Carlow),"INJECTION, SUSPENSION",,30,ug,
69988-0010,Exemestrane,,"Catalent Micron Technologies, Inc.",POWDER,,1,kg,
64805-0304,(Ge-68) Germanium Chloride/(Ga-68) Gallium Chloride,,Institut National des Radio-Elements,SOLUTION,,1,mCi,
65089-0041,Olopatadine Hydrochloride,,Curia Spain S.A.U.,POWDER,,1,kg,
63285-892,nirmatrelvir,,"Patheon, Inc.","TABLET, FILM COATED",,150,mg,
63552-130,"DEXTROAMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, and AMPHETAMINE SULFATE",,Patheon Manufacturing Services LLC,"CAPSULE, EXTENDED RELEASE",,7.5,mg,
64162-0250,Cupric Sulfate,,Global Calcium Private Limited,POWDER,,1,kg,
64566-0016,Isotretinoin,,Catalent France Beinheim SA,CAPSULE,,30,mg,
65372-1115,bupropion hydrochloride,,Jubilant Biosys limited,POWDER,,1,kg,
65691-0065,Valsartan,,Cadila Pharmaceuticals Limited,POWDER,,25,kg,
65862-045,Lisinopril and Hydrochlorothiazide,,Aurobindo Pharma Limited,TABLET,,25,mg,
65862-429,Donepezil Hydrochloride,,Aurobindo Pharma Limited,POWDER,,50,kg,
65862-792,Gatifloxacin Hemihydrate,,Aurobindo Pharma Limited,POWDER,,50,kg,
66022-0108,Levocetirizine Dihydrochloride,,Symed Labs Limited,POWDER,,1,kg,
66218-400,Calcium carbonate granulation with acacia gum and sodium lauryl sulfate granule,,"J.M. Huber Micropowders, Inc.",GRANULE,,23.7,kg,
66639-002,Erythromycin Oxime,,Calyx Chemicals & Pharmaceuticals Limited,POWDER,,1,kg,
67651-0330,PRUCALOPRIDE SUCCINATE,,Patheon Pharmaceuticals Inc.,"TABLET, FILM COATED",,1,mg,
68210-4074,DEXTROMETHORPHAN HYDROBROMIDE,,"Prodose, Inc.","CAPSULE, GELATIN COATED",,15,mg,
61957-3030,"OCTISALATE, TITANIUM DIOXIDE",FOREVER Transfer-proof 24h foundation High perfection Concentrated floral skincare with sunscreen Broad spectrum SPF 15 2CR,Parfums Christian Dior,EMULSION,TOPICAL,35,mg,
61973-402,Lip Balm,Arizona Sun Products Golfblok Lip Balm SPF 15,Arizona Sun Products,LIPSTICK,TOPICAL,75,mg,
62106-1145,"Absinthium, Jateorhiza palmata Root, Condurango Bark, Mentha piperita, Aloe socotrina, Argentum metallicum",Unda 46,Seroyal USA,LIQUID,ORAL,10,[hp_X],
62135-491,Letrozole,LETROZOLE,"Chartwell RX, LLC","TABLET, FILM COATED",ORAL,2.5,mg,
62332-118,Bupropion Hydrochloride,Bupropion Hydrochloride,Alembic Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL,75,mg,
62135-785,mexiletine hydrochloride,MEXILETINE HYDROCHLORIDE,"Chartwell RX, LLC",CAPSULE,ORAL,250,mg,
0268-1024,Ash White,FRAXINUS AMERICANA POLLEN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS,40000,[PNU],
0268-1198,Hackberry,CELTIS OCCIDENTALIS POLLEN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS,.1,g,
62559-197,Lorazepam,Lorazepam,"ANI Pharmaceuticals, Inc.",TABLET,ORAL,2,mg,
62670-6674,Alcohol,Anti Bacterial Hand Gel Ocean,"Bath & Body Works, Inc.",GEL,TOPICAL,71,mL,
62670-6946,Alcohol,Anti Bacterial Hand Gel Mrs. Claus Cocktail,"Bath & Body Works, Inc.",GEL,TOPICAL,71,mL,
62756-233,Amphotericin B,Amphotericin B,"Sun Pharmaceutical Industries, Inc.","INJECTABLE, LIPOSOMAL",INTRAVENOUS,50,mg,
63029-594,salicylic acid,Compound W One Step Pads,Medtech Products Inc.,PLASTER,TOPICAL,.4,g,
63083-2151,Varicose Vein Drops,Varicose Vein Drops 2151,Professional Complementary Health Formulas,LIQUID,ORAL,3,[hp_X],
63083-7408,L-Glycine High,L-Glycine High 7408,Professional Complementary Health Formulas,LIQUID,ORAL,15,[hp_X],
63148-328,Benzalkonium Chloride,Hyvee LHS,Apollo Health and Beauty Care,SOAP,TOPICAL,130,mg,
63629-4708,Zolpidem tartrate,Zolpidem tartrate,Bryant Ranch Prepack,"TABLET, EXTENDED RELEASE",ORAL,6.25,mg,
63629-8523,olmesartan medoxomil,olmesartan medoxomil,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,20,mg,
63629-8888,Oxycodone and Acetaminophen,OXYCODONE AND ACETAMINOPHEN,Bryant Ranch Prepack,TABLET,ORAL,325,mg,
0283-0293,Benzocaine,HurriCaine Topical Anesthetic Gel,"Beutlich Pharmaceuticals, LLC",GEL,"DENTAL, ORAL, PERIODONTAL",200,mg,
63187-434,Paroxetine,Paroxetine,Proficient Rx LP,"TABLET, FILM COATED",ORAL,40,mg,
